bcr_sample_barcode	bcr_analyte_barcode	a260_a280_ratio	amount	analyte_type	concentration	gel_image_file	spectrophotometer_method	well_number
TCGA-BH-A0GY-01A	TCGA-BH-A0GY-01A-11D	2.08	48.65	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0GY-01A	TCGA-BH-A0GY-01A-11R	1.81	44.97	RNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0GY-10A	TCGA-BH-A0GY-10A-01D	2.06	8.18	DNA	0.13	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0GZ-01A	TCGA-BH-A0GZ-01A-11D	1.87	27.94	DNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0GZ-01A	TCGA-BH-A0GZ-01A-11R	1.76	30.89	RNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0GZ-10A	TCGA-BH-A0GZ-10A-01D	1.86	7.87	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0H0-01A	TCGA-BH-A0H0-01A-11D	1.83	58.62	DNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0H0-01A	TCGA-BH-A0H0-01A-11R	1.80	33.96	RNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0H0-10A	TCGA-BH-A0H0-10A-01D	2.06	8.82	DNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0H3-01A	TCGA-BH-A0H3-01A-11D	2.05	36.69	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0H3-01A	TCGA-BH-A0H3-01A-11R	1.80	20.88	RNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0H3-11A	TCGA-BH-A0H3-11A-12D	1.89	8.98	DNA	0.13	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0H5-01A	TCGA-BH-A0H5-01A-21D	1.95	67.39	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0H5-01A	TCGA-BH-A0H5-01A-21R	1.88	15.29	RNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0H5-10A	TCGA-BH-A0H5-10A-01D	1.88	7.95	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0H5-11A	TCGA-BH-A0H5-11A-62D	1.95	63.34	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0H5-11A	TCGA-BH-A0H5-11A-62R	1.84	114.70	RNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0H6-01A	TCGA-BH-A0H6-01A-21D	2.03	71.16	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0H6-01A	TCGA-BH-A0H6-01A-21R	1.81	50.00	RNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0H6-10A	TCGA-BH-A0H6-10A-01D	2.08	18.64	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0H7-01A	TCGA-BH-A0H7-01A-13D	2.00	20.53	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0H7-01A	TCGA-BH-A0H7-01A-13R	1.81	16.75	RNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0H7-10A	TCGA-BH-A0H7-10A-01D	1.96	6.80	DNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0H7-11A	TCGA-BH-A0H7-11A-13D	1.92	15.68	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0H7-11A	TCGA-BH-A0H7-11A-13R	1.77	11.87	RNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0H9-01A	TCGA-BH-A0H9-01A-11D	2.08	26.83	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0H9-01A	TCGA-BH-A0H9-01A-11R	1.78	23.93	RNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0H9-10A	TCGA-BH-A0H9-10A-01D	2.03	14.75	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0H9-11A	TCGA-BH-A0H9-11A-22D	2.03	6.93	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0H9-11A	TCGA-BH-A0H9-11A-22R	1.76	4.94	RNA	0.13	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0HA-01A	TCGA-BH-A0HA-01A-11D	2.05	46.26	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0HA-01A	TCGA-BH-A0HA-01A-11R	1.83	32.95	RNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0HA-11A	TCGA-BH-A0HA-11A-31D	1.88	43.01	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0HA-11A	TCGA-BH-A0HA-11A-31R	2.06	55.75	RNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0HB-01A	TCGA-BH-A0HB-01A-11D	2.00	58.90	DNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0HB-01A	TCGA-BH-A0HB-01A-11R	1.89	19.42	RNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0HB-10A	TCGA-BH-A0HB-10A-01D	1.88	10.32	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0HF-01A	TCGA-BH-A0HF-01A-11D	1.91	23.14	DNA	0.13	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0HF-01A	TCGA-BH-A0HF-01A-11R	1.69	12.74	RNA	0.13	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0HF-10A	TCGA-BH-A0HF-10A-01D	1.91	13.12	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0HI-01A	TCGA-BH-A0HI-01A-11D	2.03	32.95	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0HI-01A	TCGA-BH-A0HI-01A-11R	1.83	27.98	RNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0HI-10A	TCGA-BH-A0HI-10A-01D	2.03	8.85	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0HK-01A	TCGA-BH-A0HK-01A-11D	1.94	22.97	DNA	0.13	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0HK-01A	TCGA-BH-A0HK-01A-11R	1.86	14.90	RNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0HK-10A	TCGA-BH-A0HK-10A-01D	2.07	20.06	DNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0HK-11A	TCGA-BH-A0HK-11A-11D	1.80	15.44	DNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0HK-11A	TCGA-BH-A0HK-11A-11R	1.82	12.74	RNA	0.13	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0HL-01A	TCGA-BH-A0HL-01A-11D	2.00	86.40	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0HL-01A	TCGA-BH-A0HL-01A-11R	1.83	68.29	RNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0HL-10A	TCGA-BH-A0HL-10A-11D	1.95	7.17	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0HN-01A	TCGA-BH-A0HN-01A-11D	1.83	97.04	DNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0HN-01A	TCGA-BH-A0HN-01A-11R	1.86	38.49	RNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0HN-10A	TCGA-BH-A0HN-10A-01D	1.89	9.63	DNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0HO-01A	TCGA-BH-A0HO-01A-11D	1.87	33.19	DNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0HO-01A	TCGA-BH-A0HO-01A-11R	1.86	50.57	RNA	0.13	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0HO-10A	TCGA-BH-A0HO-10A-01D	2.05	29.09	DNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0HP-01A	TCGA-BH-A0HP-01A-12D	2.13	14.45	DNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0HP-01A	TCGA-BH-A0HP-01A-12R	1.83	14.98	RNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0HP-10A	TCGA-BH-A0HP-10A-01D	1.95	7.20	DNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0HQ-01A	TCGA-BH-A0HQ-01A-11D	1.85	36.70	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0HQ-01A	TCGA-BH-A0HQ-01A-11R	1.76	26.89	RNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0HQ-10A	TCGA-BH-A0HQ-10A-01D	2.03	10.85	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0HU-01A	TCGA-BH-A0HU-01A-11D	1.90	70.04	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0HU-01A	TCGA-BH-A0HU-01A-11R	1.78	46.08	RNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0HU-10A	TCGA-BH-A0HU-10A-01D	1.95	17.71	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0HW-01A	TCGA-BH-A0HW-01A-11D	1.87	105.56	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0HW-01A	TCGA-BH-A0HW-01A-11R	1.85	61.78	RNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0HW-10A	TCGA-BH-A0HW-10A-01D	1.90	11.94	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0HX-01A	TCGA-BH-A0HX-01A-21D	1.95	19.84	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0HX-01A	TCGA-BH-A0HX-01A-21R	1.84	9.36	RNA	0.13	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0HX-10A	TCGA-BH-A0HX-10A-01D	2.00	1.82	DNA	0.08	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0HX-10A	TCGA-BH-A0HX-10A-02D	2.03	7.54	DNA	0.13	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0HY-01A	TCGA-BH-A0HY-01A-11D	1.88	31.80	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0HY-01A	TCGA-BH-A0HY-01A-11R	1.84	24.67	RNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0HY-10A	TCGA-BH-A0HY-10A-01D	1.77	1.11	DNA	0.06	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0HY-10A	TCGA-BH-A0HY-10A-02D	2.00	7.92	DNA	0.13	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0RX-01A	TCGA-BH-A0RX-01A-21D	1.93	31.52	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0RX-01A	TCGA-BH-A0RX-01A-21R	1.86	20.41	RNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0RX-10A	TCGA-BH-A0RX-10A-01D	1.95	13.26	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0W3-01A	TCGA-BH-A0W3-01A-11D	2.00	69.14	DNA	0.13	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0W3-01A	TCGA-BH-A0W3-01A-11R	1.75	50.96	RNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0W3-10A	TCGA-BH-A0W3-10A-01D	1.91	18.82	DNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0W4-01A	TCGA-BH-A0W4-01A-11D	1.90	18.06	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0W4-01A	TCGA-BH-A0W4-01A-11R	1.80	15.26	RNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0W4-10A	TCGA-BH-A0W4-10A-01D	1.86	14.11	DNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0W5-01A	TCGA-BH-A0W5-01A-11D	1.91	55.92	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0W5-01A	TCGA-BH-A0W5-01A-11R	1.85	30.61	RNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0W5-10A	TCGA-BH-A0W5-10A-01D	2.22	17.76	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0W7-01A	TCGA-BH-A0W7-01A-11D	1.97	50.51	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0W7-01A	TCGA-BH-A0W7-01A-11R	1.86	27.81	RNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0W7-10A	TCGA-BH-A0W7-10A-01D	1.94	11.90	DNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0WA-01A	TCGA-BH-A0WA-01A-11D	1.95	63.50	DNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0WA-01A	TCGA-BH-A0WA-01A-11R	1.89	62.70	RNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A0WA-10A	TCGA-BH-A0WA-10A-01D	2.50	13.39	DNA	0.13	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A18F-01A	TCGA-BH-A18F-01A-11D	1.93	11.02	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A18F-01A	TCGA-BH-A18F-01A-11R	1.83	11.72	RNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A18F-11A	TCGA-BH-A18F-11A-22D	1.98	15.48	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A18G-01A	TCGA-BH-A18G-01A-11D	1.88	21.55	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A18G-01A	TCGA-BH-A18G-01A-11R	1.85	54.23	RNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A18G-10A	TCGA-BH-A18G-10A-01D	1.97	18.17	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A18H-01A	TCGA-BH-A18H-01A-11D	1.93	41.58	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A18H-01A	TCGA-BH-A18H-01A-11R	1.84	24.72	RNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A18H-10A	TCGA-BH-A18H-10A-01D	2.00	57.84	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A18I-01A	TCGA-BH-A18I-01A-11D	1.89	37.02	DNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A18I-01A	TCGA-BH-A18I-01A-11R	1.83	25.44	RNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A18I-10A	TCGA-BH-A18I-10A-01D	1.98	41.17	DNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A18J-01A	TCGA-BH-A18J-01A-11D	1.94	12.09	DNA	0.13	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A18J-01A	TCGA-BH-A18J-01A-11R	1.79	9.82	RNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A18J-11A	TCGA-BH-A18J-11A-31D	1.95	25.55	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A18J-11A	TCGA-BH-A18J-11A-31R	1.89	15.82	RNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A18K-01A	TCGA-BH-A18K-01A-11D	1.97	59.06	DNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A18K-01A	TCGA-BH-A18K-01A-11R	1.84	32.29	RNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A18K-11A	TCGA-BH-A18K-11A-13D	1.95	38.34	DNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A18K-11A	TCGA-BH-A18K-11A-13R	1.75	28.59	RNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A18L-01A	TCGA-BH-A18L-01A-32D	1.96	43.35	DNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A18L-01A	TCGA-BH-A18L-01A-32R	1.85	25.60	RNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A18L-11A	TCGA-BH-A18L-11A-42D	1.88	27.00	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A18L-11A	TCGA-BH-A18L-11A-42R	1.84	17.90	RNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A18M-01A	TCGA-BH-A18M-01A-11D	1.91	14.88	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A18M-01A	TCGA-BH-A18M-01A-11R	1.82	17.76	RNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A18M-11A	TCGA-BH-A18M-11A-33D	1.86	31.20	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A18M-11A	TCGA-BH-A18M-11A-33R	1.77	16.28	RNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A18N-01A	TCGA-BH-A18N-01A-11D	1.92	58.20	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A18N-01A	TCGA-BH-A18N-01A-11R	1.80	48.16	RNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A18N-11A	TCGA-BH-A18N-11A-43D	1.91	20.57	DNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A18N-11A	TCGA-BH-A18N-11A-43R	1.80	13.90	RNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A18P-01A	TCGA-BH-A18P-01A-11D	1.93	31.92	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A18P-01A	TCGA-BH-A18P-01A-11R	1.86	44.94	RNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A18P-11A	TCGA-BH-A18P-11A-43D	2.03	16.95	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A18P-11A	TCGA-BH-A18P-11A-43R	1.76	12.42	RNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A18Q-01A	TCGA-BH-A18Q-01A-12D	1.93	70.47	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A18Q-01A	TCGA-BH-A18Q-01A-12R	1.84	67.90	RNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A18Q-11A	TCGA-BH-A18Q-11A-34D	2.00	31.25	DNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A18Q-11A	TCGA-BH-A18Q-11A-34R	1.83	14.42	RNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A18R-01A	TCGA-BH-A18R-01A-11D	1.93	27.89	DNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A18R-01A	TCGA-BH-A18R-01A-11R	1.80	20.52	RNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A18R-11A	TCGA-BH-A18R-11A-42D	1.93	44.49	DNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A18R-11A	TCGA-BH-A18R-11A-42R	1.80	27.96	RNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A18S-01A	TCGA-BH-A18S-01A-11D	1.95	24.16	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A18S-01A	TCGA-BH-A18S-01A-11R	1.79	18.77	RNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A18S-11A	TCGA-BH-A18S-11A-43D	1.93	32.54	DNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A18S-11A	TCGA-BH-A18S-11A-43R	1.86	21.79	RNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A18T-01A	TCGA-BH-A18T-01A-11D	1.98	38.56	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A18T-01A	TCGA-BH-A18T-01A-11R	1.81	57.14	RNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A18T-11A	TCGA-BH-A18T-11A-42D	1.97	8.47	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A18U-01A	TCGA-BH-A18U-01A-21D	1.93	57.13	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A18U-01A	TCGA-BH-A18U-01A-21R	1.77	50.32	RNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A18U-11A	TCGA-BH-A18U-11A-23D	2.00	21.82	DNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A18U-11A	TCGA-BH-A18U-11A-23R	1.48	13.68	RNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A18V-01A	TCGA-BH-A18V-01A-11D	1.96	60.01	DNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A18V-01A	TCGA-BH-A18V-01A-11R	1.85	60.35	RNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A18V-11A	TCGA-BH-A18V-11A-52D	1.96	23.86	DNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-BH-A18V-11A	TCGA-BH-A18V-11A-52R	1.76	7.90	RNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-C8-A12K-01A	TCGA-C8-A12K-01A-21D	1.95	72.96	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-C8-A12K-01A	TCGA-C8-A12K-01A-21R	1.86	53.75	RNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-C8-A12K-10A	TCGA-C8-A12K-10A-01D	2.03	36.21	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-C8-A12L-01A	TCGA-C8-A12L-01A-11D	1.97	64.37	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-C8-A12L-01A	TCGA-C8-A12L-01A-11R	1.83	49.86	RNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-C8-A12L-10A	TCGA-C8-A12L-10A-01D	1.97	55.76	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-C8-A12M-01A	TCGA-C8-A12M-01A-11D	2.08	86.54	DNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-C8-A12M-01A	TCGA-C8-A12M-01A-11R	1.90	51.70	RNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-C8-A12M-10A	TCGA-C8-A12M-10A-01D	1.92	93.79	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-C8-A12N-01A	TCGA-C8-A12N-01A-11D	2.00	31.82	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-C8-A12N-01A	TCGA-C8-A12N-01A-11R	1.87	29.89	RNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-C8-A12N-10A	TCGA-C8-A12N-10A-01D	1.90	84.71	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-C8-A12O-01A	TCGA-C8-A12O-01A-11D	1.97	53.44	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-C8-A12O-01A	TCGA-C8-A12O-01A-11R	1.85	52.68	RNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-C8-A12O-10A	TCGA-C8-A12O-10A-01D	1.97	38.19	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
